iter,total,corr,reproj,scale_reg,t_reg,scale,tx,ty,tz
125,0.54943180,0.52598315,22.83033562,0.32864624,0.28968239,1.77407062,-0.03395175,-0.17753851,0.50696129
126,0.53237307,0.50887632,22.87153053,0.33266702,0.29254985,1.78028405,-0.03411177,-0.17838746,0.50947440
127,0.51571184,0.49216890,22.91083336,0.33667696,0.29539597,1.78646481,-0.03427097,-0.17922495,0.51195693
128,0.49944407,0.47585702,22.94815636,0.34067509,0.29822019,1.79261196,-0.03442945,-0.18005070,0.51440895
129,0.48356587,0.45993659,22.98358536,0.34466049,0.30102190,1.79872477,-0.03458711,-0.18086468,0.51683033
130,0.46807399,0.44440433,23.01722527,0.34863219,0.30380067,1.80480182,-0.03474366,-0.18166716,0.51922113
131,0.45296398,0.42925557,23.04927826,0.35258919,0.30655602,1.81084239,-0.03489868,-0.18245856,0.52158123
132,0.43823123,0.41448551,23.07991028,0.35653058,0.30928770,1.81684566,-0.03505174,-0.18323934,0.52391070
133,0.42387268,0.40009096,23.10926056,0.36045542,0.31199524,1.82281029,-0.03520242,-0.18400982,0.52620947
134,0.40988347,0.38606706,23.13736534,0.36436287,0.31467810,1.82873547,-0.03535036,-0.18477006,0.52847749
135,0.39625874,0.37240905,23.16413116,0.36825183,0.31733581,1.83462036,-0.03549538,-0.18551992,0.53071487
136,0.38299453,0.35911292,23.18954468,0.37212154,0.31996787,1.84046388,-0.03563741,-0.18625914,0.53292155
137,0.37008610,0.34617406,23.21352005,0.37597105,0.32257369,1.84626508,-0.03577653,-0.18698740,0.53509760
138,0.35752830,0.33358735,23.23600578,0.37979946,0.32515275,1.85202336,-0.03591295,-0.18770446,0.53724301
139,0.34531710,0.32134876,23.25702095,0.38360590,0.32770461,1.85773730,-0.03604692,-0.18841021,0.53935778
140,0.33344692,0.30945259,23.27667427,0.38738954,0.33022892,1.86340642,-0.03617876,-0.18910474,0.54144198
141,0.32191274,0.29789379,23.29507637,0.39114946,0.33272544,1.86902976,-0.03630874,-0.18978824,0.54349566
142,0.31070983,0.28666741,23.31234932,0.39488488,0.33519384,1.87460637,-0.03643708,-0.19046099,0.54551882
143,0.29983324,0.27576840,23.32860756,0.39859489,0.33763388,1.88013530,-0.03656392,-0.19112326,0.54751152
144,0.28927743,0.26519117,23.34393883,0.40227878,0.34004533,1.88561594,-0.03668931,-0.19177523,0.54947382
145,0.27903691,0.25493020,23.35834312,0.40593573,0.34242782,1.89104748,-0.03681321,-0.19241694,0.55140579
146,0.26910689,0.24498069,23.37183952,0.40956488,0.34478104,1.89642882,-0.03693551,-0.19304831,0.55330747
147,0.25948167,0.23533700,23.38438797,0.41316551,0.34710464,1.90175951,-0.03705603,-0.19366923,0.55517900
148,0.25015563,0.22599353,23.39596558,0.41673690,0.34939823,1.90703881,-0.03717459,-0.19427955,0.55702043
149,0.24112371,0.21694523,23.40653610,0.42027828,0.35166156,1.91226566,-0.03729103,-0.19487919,0.55883187
150,0.23238026,0.20818645,23.41612816,0.42378899,0.35389438,1.91743958,-0.03740520,-0.19546813,0.56061345
151,0.22391888,0.19971080,23.42473412,0.42726836,0.35609639,1.92256021,-0.03751703,-0.19604646,0.56236523
152,0.21573530,0.19151378,23.43253136,0.43071562,0.35826746,1.92762625,-0.03762649,-0.19661435,0.56408733
153,0.20782347,0.18358940,23.43952179,0.43413016,0.36040756,1.93263721,-0.03773362,-0.19717203,0.56577992
154,0.20017694,0.17593117,23.44574738,0.43751141,0.36251646,1.93759298,-0.03783851,-0.19771965,0.56744307
155,0.19279127,0.16853450,23.45131493,0.44085869,0.36459404,1.94249225,-0.03794128,-0.19825734,0.56907690
156,0.18565956,0.16139255,23.45618057,0.44417146,0.36664021,1.94733524,-0.03804207,-0.19878517,0.57068157
157,0.17877710,0.15450057,23.46041298,0.44744909,0.36865479,1.95212066,-0.03814100,-0.19930314,0.57225722
158,0.17213772,0.14785238,23.46401787,0.45069104,0.37063771,1.95684850,-0.03823818,-0.19981121,0.57380402
