iter,total,corr,reproj,scale_reg,t_reg,scale,tx,ty,tz
153,0.04249349,0.00778908,34.50678253,0.16344972,0.03417996,1.49823701,0.00490749,0.01450625,0.18424289
154,0.04192181,0.00777852,33.94590759,0.16375281,0.03362439,1.49879861,0.00486626,0.01438680,0.18273951
155,0.04135719,0.00776837,33.39168167,0.16405402,0.03307549,1.49935627,0.00482474,0.01426730,0.18124199
156,0.04079987,0.00775858,32.84440231,0.16435347,0.03253332,1.49991024,0.00478325,0.01414804,0.17975059
157,0.04024973,0.00774907,32.30401230,0.16465135,0.03199793,1.50046110,0.00474212,0.01402940,0.17826557
158,0.03970670,0.00773978,31.77050209,0.16494781,0.03146934,1.50100911,0.00470159,0.01391168,0.17678715
159,0.03917061,0.00773068,31.24373436,0.16524296,0.03094757,1.50155449,0.00466176,0.01379500,0.17531554
160,0.03864171,0.00772176,30.72397614,0.16553693,0.03043264,1.50209725,0.00462253,0.01367923,0.17385094
161,0.03811971,0.00771294,30.21100807,0.16582981,0.02992452,1.50263774,0.00458370,0.01356414,0.17239353
162,0.03760467,0.00770421,29.70491791,0.16612169,0.02942322,1.50317609,0.00454502,0.01344945,0.17094348
163,0.03709653,0.00769551,29.20568848,0.16641268,0.02892870,1.50371253,0.00450627,0.01333500,0.16950096
164,0.03659522,0.00768680,28.71327019,0.16670287,0.02844096,1.50424731,0.00446735,0.01322078,0.16806608
165,0.03610067,0.00767812,28.22760010,0.16699228,0.02795995,1.50478017,0.00442828,0.01310695,0.16663899
166,0.03561282,0.00766939,27.74866867,0.16728100,0.02748567,1.50531173,0.00438920,0.01299375,0.16521977
167,0.03513165,0.00766060,27.27646065,0.16756909,0.02701809,1.50584173,0.00435032,0.01288139,0.16380852
168,0.03465718,0.00765176,26.81100082,0.16785656,0.02655716,1.50637043,0.00431181,0.01276996,0.16240534
169,0.03418915,0.00764287,26.35203552,0.16814345,0.02610284,1.50689757,0.00427380,0.01265944,0.16101030
170,0.03372769,0.00763389,25.89971352,0.16842981,0.02565509,1.50742364,0.00423630,0.01254968,0.15962346
171,0.03327261,0.00762479,25.45388222,0.16871564,0.02521385,1.50794852,0.00419923,0.01244048,0.15824489
172,0.03282385,0.00761563,25.01444244,0.16900095,0.02477905,1.50847208,0.00416245,0.01233172,0.15687463
173,0.03238149,0.00760634,24.58150673,0.16928577,0.02435063,1.50899446,0.00412580,0.01222336,0.15551271
174,0.03194531,0.00759694,24.15486908,0.16957010,0.02392856,1.50951576,0.00408918,0.01211548,0.15415917
175,0.03151539,0.00758743,23.73458481,0.16985394,0.02351275,1.51003587,0.00405255,0.01200824,0.15281405
176,0.03109160,0.00757782,23.32053947,0.17013727,0.02310316,1.51055479,0.00401597,0.01190179,0.15147734
177,0.03067379,0.00756811,22.91255951,0.17042010,0.02269972,1.51107252,0.00397953,0.01179620,0.15014905
178,0.03026208,0.00755830,22.51076889,0.17070238,0.02230237,1.51158905,0.00394336,0.01169145,0.14882919
179,0.02985632,0.00754840,22.11502266,0.17098413,0.02191103,1.51210427,0.00390756,0.01158744,0.14751777
180,0.02945654,0.00753841,21.72533798,0.17126532,0.02152564,1.51261830,0.00387216,0.01148405,0.14621477
181,0.02906250,0.00752834,21.34146309,0.17154592,0.02114611,1.51313102,0.00383714,0.01138119,0.14492019
182,0.02867412,0.00751818,20.96334076,0.17182592,0.02077240,1.51364243,0.00380244,0.01127883,0.14363401
183,0.02829167,0.00750798,20.59117699,0.17210527,0.02040442,1.51415229,0.00376794,0.01117700,0.14235622
